1,111,Abhi,CSE,11:58:41,17/05/2024,Present
3,111,Kushal,CSE,11:58:41,17/05/2024,Present
4,111,Papa,CSE,14:03:30,17/05/2024,Present
7,123,dfgcftf,ME,14:03:46,17/05/2024,Present
9,2003730100010,bulla,CSE,16:12:47,17/05/2024,Present
1,111,Abhi,CSE,15:32:16,19/05/2024,Present
9,111,shubham,ME,15:35:38,19/05/2024,Present
4,111,Papa,CSE,15:35:44,19/05/2024,Present
